dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description,serving_temperature
Amêijoas à Bulhão Pato,Clams Bulhão Pato,Portuguese,Lisbon,Appetizer,Seafood Dish,Clams Dish,Pescatarian,Appetizer,Clams,5.7,Mild,1,4,4,2,5,2,5,1,3,3,2,7,1,,"clams, garlic, olive oil, white wine, cilantro, onion, bay leaf, salt, parsley","Amêijoas à Bulhão Pato is a beloved Lisbon-style clam dish with garlic, olive oil, and coriander.",hot
Arroz Doce,Portuguese Rice Pudding,Portuguese,Portuguese,Dessert,Rice Pudding,Rice Dish,Veg,Dessert,Rice,3.5,Low,9,2,2,1,2,1,5,2,6,3,2,6,1,,"rice, milk, sugar, lemon peel, cinnamon, olive oil, garlic, onion, bay leaf, salt, parsley",Arroz doce is Portugal’s cinnamon-dusted rice pudding.,room_temp
Arroz de Berbigão,Cockle Rice,Portuguese,Algarve,Main Dish,Rice Dish,Seafood Dish,Pescatarian,Main,Seafood,5.3,Mild,1,6,3,2,9,3,7,1,5,3,3,7,1,,"rice, cockles, garlic, cilantro, olive oil, onion, bay leaf, salt, parsley",Arroz de berbigão is an Algarve rice dish flavored with cockles.,hot
Arroz de Cabidela,Chicken Blood Rice,Portuguese,Minho,Main Dish,Rice Dish,Chicken Dish,Non-Veg,Main,Chicken,6.5,Mild,1,6,4,1,9,3,5,1,6,3,3,7,3,,"chicken, rice, vinegar, chicken blood, onion, olive oil, garlic, bay leaf, salt, parsley",Arroz de cabidela is a classic Portuguese rice dish thickened and flavored with the chicken’s blood and vinegar.,hot
Arroz de Lampreia,Lamprey Rice,Portuguese,Minho,Main Dish,Rice Dish,Seafood Dish,Pescatarian,Main,Seafood,5.3,Mild,1,6,3,1,9,3,5,1,5,3,3,7,3,,"lamprey, rice, blood-based sauce, wine, olive oil, garlic, onion, bay leaf, salt, parsley",Arroz de lampreia is a seasonal northern Portuguese specialty prepared with lamprey and rice.,hot
Arroz de Lavagante,Lobster Rice,Portuguese,Coastal Portuguese,Main Dish,Rice Dish,Lobster Dish,Pescatarian,Main,Lobster,5.3,Mild,1,6,3,1,10,3,5,2,5,3,3,7,1,,"lobster, rice, tomato, garlic, herbs, olive oil, onion, bay leaf, salt, parsley",Arroz de lavagante is a celebratory Portuguese lobster rice.,hot
Arroz de Linguado,Sole Rice,Portuguese,Coastal Portuguese,Main Dish,Rice Dish,Rice Dish,Pescatarian,Main,Rice,5.3,Mild,1,6,3,1,9,3,5,1,5,3,3,8,1,,"sole, rice, onion, garlic, herbs, olive oil, bay leaf, salt, parsley",Arroz de linguado is a Portuguese rice dish built around delicate sole.,hot
Arroz de Lingueirão,Razor Clam Rice,Portuguese,Setúbal,Main Dish,Rice Dish,Clams Dish,Pescatarian,Main,Clams,5.3,Mild,1,6,3,2,8,3,7,1,5,3,3,7,1,,"rice, razor clams, garlic, olive oil, cilantro, onion, bay leaf, salt, parsley",Arroz de lingueirão is a coastal Portuguese rice dish highlighting razor clams.,hot
Arroz de Lulas,Squid Rice,Portuguese,Coastal Portuguese,Main Dish,Rice Dish,Squid Dish,Pescatarian,Main,Squid,5.3,Mild,1,6,3,1,9,3,5,2,5,3,4,8,1,,"squid, rice, tomato, onion, garlic, olive oil, bay leaf, salt, parsley",Arroz de lulas is a Portuguese rice dish colored and flavored with squid.,hot
Arroz de Marisco,Seafood Rice,Portuguese,Lisbon,Main Dish,Rice Dish,Shrimp Dish,Pescatarian,Main,Shrimp,6.9,Mild,1,6,3,1,10,3,5,2,5,3,3,7,1,,"rice, shrimp, clams, mussels, tomato, garlic, olive oil, onion, bay leaf, salt, parsley","Arroz de marisco is a luxurious Portuguese seafood rice dish, especially associated with coastal restaurants.",hot
Arroz de Pato,Duck Rice,Portuguese,Braga,Main Dish,Rice Dish,Duck Dish,Non-Veg,Main,Duck,5.3,Mild,1,7,3,1,10,3,6,1,5,3,3,7,1,,"duck, rice, chouriço, onion, broth, olive oil, garlic, bay leaf, salt, parsley",Arroz de pato is a baked Portuguese rice dish made with shredded duck and often topped with chouriço.,hot
Arroz de Pica no Chão,Free-Range Chicken Rice,Portuguese,Minho,Main Dish,Rice Dish,Chicken Dish,Non-Veg,Main,Chicken,6.1,Mild,1,7,3,1,10,3,5,1,5,3,3,8,1,,"country chicken, rice, onion, garlic, broth, olive oil, bay leaf, salt, parsley",Arroz de pica no chão is a northern Portuguese rice dish traditionally made with free-range chicken.,hot
Arroz de Polvo,Octopus Rice,Portuguese,Coastal Portuguese,Main Dish,Rice Dish,Squid Dish,Pescatarian,Main,Squid,5.3,Mild,1,6,3,1,9,3,5,2,5,3,4,8,1,,"octopus, rice, onion, tomato, garlic, olive oil, bay leaf, salt, parsley",Arroz de polvo is a moist Portuguese rice dish cooked with octopus and aromatics.,hot
Arroz de Sarrabulho,Sarrabulho Rice,Portuguese,Minho,Main Dish,Rice Dish,Pork Dish,Non-Veg,Soup,Pork,5.3,Mild,1,7,3,1,10,3,7,1,5,3,3,7,3,,"rice, pork, blood, broth, cumin, olive oil, garlic, onion, bay leaf, salt, parsley",Arroz de sarrabulho is a traditional Minho rice dish enriched with pork and seasoned broth.,hot
Arroz de Tamboril,Monkfish Rice,Portuguese,Coastal Portuguese,Main Dish,Rice Dish,Rice Dish,Pescatarian,Main,Rice,5.0,Mild,1,6,3,1,9,2,3,2,4,1,1,7,1,,"monkfish, rice, tomato, onion, cilantro, olive oil, garlic, bay leaf, salt, parsley",Arroz de tamboril is a soupy rice dish flavored with monkfish and herbs.,hot
Arroz de Tamboril com Gambas,Monkfish and Shrimp Rice,Portuguese,Coastal Portuguese,Main Dish,Rice Dish,Shrimp Dish,Pescatarian,Soup,Shrimp,2.7,Mild,1,7,3,1,10,3,6,2,5,3,3,7,1,,"monkfish, shrimp, rice, tomato, garlic, olive oil, onion, bay leaf, salt, parsley",This rich rice dish combines monkfish and shrimp in a fragrant tomato broth.,hot
Atum de Cebolada,Tuna with Onions,Portuguese,Azores,Main Dish,Fish Dish,Fish Dish,Pescatarian,Main,Fish,5.3,Mild,1,6,4,2,9,3,7,1,5,3,3,7,2,,"tuna, onions, garlic, olive oil, vinegar, bay leaf, salt, parsley",Atum de cebolada is an Azorean tuna dish gently cooked with onions.,hot
Açorda Alentejana,Açorda de Alho,Portuguese,Alentejo,Soup,Bread Soup,Egg Dish,Veg,Soup,Egg,2.4,Mild,1,6,3,4,6,2,5,1,4,1,2,8,1,,"bread, garlic, cilantro, olive oil, poached egg, onion, bay leaf, salt, parsley","Açorda alentejana is a rustic Alentejo bread soup scented with garlic and coriander, often topped with an egg.",hot
Açorda de Marisco,Seafood Açorda,Portuguese,Lisbon,Side Dish,Bread Stew,Shrimp Dish,Pescatarian,Soup,Shrimp,5.5,Low,1,3,2,2,6,1,6,2,5,3,3,5,1,,"bread, shrimp, shellfish, garlic, cilantro, olive oil, onion, bay leaf, paprika, white wine, tomato",Açorda de marisco is a rich bread-thickened seafood dish popular in Lisbon and the coast.,hot
Açorda de Marisco Alentejana,Alentejo Seafood Açorda,Portuguese,Alentejo,Main Dish,Bread Stew,Wheat Dish,Pescatarian,Soup,Wheat,4.0,Low,1,4,3,4,5,1,5,2,3,2,2,5,1,,"bread, shellfish, garlic, cilantro, olive oil, onion, bay leaf, paprika, white wine, tomato",This southern variation of açorda enriches the bread base with seafood.,hot
Bacalhau com Broa,Cod with Cornbread Crust,Portuguese,Minho,Main Dish,Baked Cod,Fish Dish,Pescatarian,Main,Fish,7.3,Mild,1,7,3,2,8,3,7,1,5,3,4,7,1,,"salt cod, cornbread, olive oil, garlic, greens, onion, bay leaf, parsley",Bacalhau com broa is a northern cod dish baked under a flavorful cornbread crust.,hot
Bacalhau com Natas,Cod with Cream,Portuguese,Portuguese,Main Dish,Cod Casserole,Fish Dish,Non-Veg,Main,Fish,7.3,Mild,1,8,3,1,8,3,10,1,7,3,3,7,3,,"salt cod, cream, potatoes, onion, béchamel, olive oil, garlic, bay leaf, parsley",Bacalhau com natas is a creamy oven-baked Portuguese cod casserole.,hot
Bacalhau à Brás,Bacalhau à Braz,Portuguese,Lisbon,Main Dish,Cod Dish,Fish Dish,Pescatarian,Main,Fish,7.5,Mild,1,8,3,2,8,3,5,1,5,3,3,7,1,,"salt cod, potatoes, eggs, onions, olives, olive oil, garlic, bay leaf, parsley",Bacalhau à Brás is a classic cod dish of shredded salt cod with matchstick potatoes and eggs.,hot
Bacalhau à Casa,House-Style Cod,Portuguese,Portuguese,Main Dish,Cod Casserole,Fish Dish,Pescatarian,Main,Fish,7.3,Mild,1,7,3,1,8,3,6,1,6,3,3,7,1,,"salt cod, cream, onions, potatoes, olive oil, garlic, bay leaf, parsley",Bacalhau à casa is a restaurant-style cod casserole under many local variations.,hot
Bacalhau à Espanhola,Cod in Tomato Sauce,Portuguese,Portuguese,Main Dish,Cod Dish,Fish Dish,Pescatarian,Main,Fish,7.3,Medium,1,7,3,2,9,5,7,2,5,3,3,7,1,,"salt cod, tomato, onion, peppers, olive oil, garlic, bay leaf, parsley",Bacalhau à espanhola is a tomato-based Portuguese cod preparation.,hot
Bacalhau à Gomes de Sá,Gomes de Sá Cod,Portuguese,Porto,Main Dish,Cod Casserole,Fish Dish,Pescatarian,Main,Fish,7.3,Mild,1,8,3,2,8,3,6,1,5,3,3,7,1,,"salt cod, potatoes, onions, olive oil, eggs, olives, garlic, bay leaf, parsley","Bacalhau à Gomes de Sá is an oven-baked Porto cod dish with potatoes, onions, and boiled eggs.",hot
Bacalhau à Lagareiro,Lagareiro-Style Cod,Portuguese,Beiras,Main Dish,Roasted Cod,Fish Dish,Pescatarian,Main,Fish,7.3,Mild,1,7,3,2,8,3,7,1,5,4,3,7,1,,"salt cod, olive oil, garlic, roasted potatoes, onion, bay leaf, parsley",Bacalhau à lagareiro is roasted cod drenched in olive oil with garlic and punch-crushed potatoes.,hot
Bacalhau à Zé do Pipo,Ze do Pipo Cod,Portuguese,Porto,Main Dish,Cod Casserole,Fish Dish,Pescatarian,Main,Fish,7.3,Mild,1,7,3,1,8,3,5,1,5,3,3,7,1,,"salt cod, mayonnaise, mashed potatoes, onion, olive oil, garlic, bay leaf, parsley",Bacalhau à Zé do Pipo is a Porto cod specialty baked with mashed potatoes and mayonnaise.,hot
Barriga de Porco Assada,Roast Pork Belly,Portuguese,Portuguese,Main Dish,Roast,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,3,2,9,3,6,1,5,3,3,7,1,,"pork belly, garlic, salt, wine, olive oil, onion, bay leaf, parsley",Roast pork belly appears in Portuguese home cooking with simple seasoning.,hot
Bifana,Portuguese Pork Sandwich,Portuguese,Lisbon,Main Dish,Meat Sandwich,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,6,3,1,10,3,6,1,5,3,4,7,1,,"pork slices, garlic, white wine, bread, olive oil, onion, bay leaf, salt, parsley",Bifana is a famous Portuguese sandwich of thin marinated pork in crusty bread.,room_temp
Bife de Atum,Tuna Steak,Portuguese,Azores,Main Dish,Fish Steak,Fish Dish,Pescatarian,Main,Fish,5.3,Mild,1,6,4,3,9,3,7,2,5,3,4,7,1,,"tuna steak, garlic, olive oil, bay leaf, onion, salt, parsley","Bife de atum is especially associated with the Azores and Madeira, where fresh tuna is abundant.",hot
Bife à Café,Cafe-Style Steak,Portuguese,Lisbon,Main Dish,Steak Dish,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,6,3,5,9,3,8,2,7,3,4,6,1,,"beef steak, cream, mustard, coffee or brandy, olive oil, garlic, onion, bay leaf, salt, parsley",Bife à café is a restaurant-style Portuguese steak with a rich café sauce.,hot
Bife à Marrare,Marrare Steak,Portuguese,Lisbon,Main Dish,Steak Dish,Beef Dish,Non-Veg,Main,Beef,6.5,Medium,1,6,3,3,9,5,9,2,8,3,4,6,1,,"beef steak, cream, mustard, pepper, olive oil, garlic, onion, bay leaf, salt, parsley",Bife à Marrare is a classic Lisbon steak dish served with a creamy sauce.,hot
Bife à Portuguesa,Portuguese Steak,Portuguese,Portuguese,Main Dish,Steak Dish,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,8,3,1,9,3,6,5,6,3,4,7,3,,"beef, garlic, ham, wine sauce, olive oil, onion, bay leaf, salt, parsley",Bife à portuguesa is a steak dish often accompanied by cured ham and pan sauce.,hot
Bitoque,Steak with Egg,Portuguese,Portuguese,Main Dish,Steak Dish,Beef Dish,Non-Veg,Main,Beef,6.2,Mild,1,6,3,3,9,3,8,2,5,6,4,7,1,,"beef steak, garlic, fries, fried egg, olive oil, onion, bay leaf, salt, parsley",Bitoque is a beloved everyday Portuguese steak served with fries and a fried egg.,hot
Bola de Berlim,Portuguese Berliner,Portuguese,Portuguese,Dessert,Filled Doughnut,Wheat Dish,Veg,Dessert,Wheat,3.5,Low,9,2,1,1,1,1,6,1,6,3,2,5,1,,"yeast dough, pastry cream, sugar, olive oil, garlic, onion, bay leaf, salt, parsley","Bola de Berlim is Portugal’s version of the Berliner doughnut, usually filled with eggy cream.",room_temp
Bolo Podre,Olive Oil Cake,Portuguese,Alentejo,Dessert,Cake,Dessert,Vegan,Dessert,Bread/Wheat,3.5,Low,9,2,1,2,1,1,8,1,5,3,2,6,1,,"olive oil, honey, flour, cinnamon, garlic, onion, bay leaf, salt, parsley",Bolo podre is an Alentejo sweet cake enriched with olive oil and honey.,room_temp
Bolo Rainha,Queen Cake,Portuguese,Portuguese,Bread,Bread,Wheat Dish,Vegan,Side,Wheat,3.5,Low,9,2,1,1,1,1,6,1,5,4,3,5,1,,"sweet dough, nuts, raisins, olive oil, garlic, onion, bay leaf, salt, parsley",Bolo Rainha is a fruit-free variation of bolo rei focused on nuts and dried fruit.,hot
Bolo Rei,King Cake,Portuguese,Portuguese,Bread,Bread,Wheat Dish,Vegan,Side,Wheat,5.5,Low,9,2,1,1,1,1,6,1,5,4,3,5,1,,"sweet dough, candied fruit, nuts, olive oil, garlic, onion, bay leaf, salt, parsley",Bolo Rei is Portugal’s traditional Christmas crown cake studded with candied fruits and nuts.,hot
Bolo de Arroz,Rice Muffin,Portuguese,Portuguese,Dessert,Tea Cake,Egg Dish,Veg,Dessert,Egg,3.5,Low,9,2,1,1,1,1,5,1,5,3,2,5,1,,"rice flour, wheat flour, sugar, eggs, olive oil, garlic, onion, bay leaf, salt, parsley",Bolo de arroz is a simple domed Portuguese bakery cake often served with coffee.,room_temp
Bolo de Bolacha,Biscuit Cake,Portuguese,Portuguese,Dessert,Layer Cake,Dessert,Veg,Dessert,Bread/Wheat,3.5,Low,8,2,1,5,1,1,7,1,6,3,2,5,1,,"Marie biscuits, buttercream, coffee, olive oil, garlic, onion, bay leaf, salt, parsley",Bolo de bolacha is a no-bake Portuguese layer cake made with biscuits and coffee-flavored cream.,room_temp
Bolo de Mel,Madeira Honey Cake,Portuguese,Madeira,Dessert,Spice Cake,Wheat Dish,Vegan,Dessert,Wheat,3.5,Low,10,2,1,1,1,1,6,1,5,4,2,5,1,,"molasses or cane honey, flour, nuts, spices, olive oil, garlic, onion, bay leaf, salt, parsley",Bolo de mel is a dense Madeiran honey cake with roots in the island’s sugar trade.,room_temp
Bolo de Mel de Cana,Sugarcane Honey Cake,Portuguese,Madeira,Dessert,Spice Cake,Wheat Dish,Vegan,Dessert,Wheat,3.5,Low,10,2,1,1,1,1,6,1,5,4,2,5,1,,"cane syrup, flour, nuts, spices, olive oil, garlic, onion, bay leaf, salt, parsley",This more specific name refers to Madeira’s sugarcane-syrup holiday cake tradition.,room_temp
Bucho Recheado,Stuffed Pig Stomach,Portuguese,Beiras,Main Dish,Stuffed Offal,Pork Dish,Non-Veg,Main,Pork,6.1,Mild,1,6,3,1,9,3,6,1,5,3,3,6,1,,"pig stomach, rice, pork, spices, olive oil, garlic, onion, bay leaf, salt, parsley",Bucho recheado is a traditional stuffed pig-stomach preparation from inland Portugal.,hot
Cabidela,Chicken in Blood Sauce,Portuguese,Minho,Main Dish,Stew,Chicken Dish,Non-Veg,Soup,Chicken,5.3,Mild,1,6,4,1,9,3,5,2,7,3,3,8,3,,"chicken, vinegar, blood, onion, garlic, olive oil, bay leaf, paprika, white wine, tomato",Cabidela is the broader Portuguese family of poultry dishes cooked with vinegar and blood-based sauce.,hot
Cabrito Assado,Roast Kid Goat,Portuguese,Beiras,Main Dish,Roast,Lamb Dish,Non-Veg,Main,Lamb,6.5,Mild,1,6,3,2,9,3,6,1,5,3,3,7,1,,"kid goat, garlic, white wine, potatoes, herbs, olive oil, onion, bay leaf, salt, parsley",Cabrito assado is a festive roast kid dish popular in central and northern Portugal.,hot
Cabrito Estonado,Roasted Goat in Clay Oven,Portuguese,Beiras,Main Dish,Roast,Lamb Dish,Non-Veg,Main,Lamb,5.3,Mild,1,6,3,2,9,3,7,1,5,3,3,7,1,,"kid goat, garlic, wine, lard, potatoes, olive oil, onion, bay leaf, salt, parsley",Cabrito estonado is a regional central Portuguese roast goat specialty.,hot
Cachorrinho,Porto Hot Dog,Portuguese,Porto,Main Dish,Hot Dog,Pork Dish,Non-Veg,Main,Pork,5.3,Hot,1,7,3,1,10,7,8,1,6,3,4,6,2,,"bread, sausage, butter, cheese, spicy sauce, olive oil, garlic, onion, bay leaf, salt, parsley",Cachorrinho is a Porto-style pressed hot dog cut into bite-sized pieces.,hot
Caldeirada,Portuguese Fish Stew,Portuguese,Coastal Portuguese,Main Dish,Seafood Stew,Fish Dish,Pescatarian,Soup,Fish,6.5,Medium,1,6,3,2,10,5,7,2,6,3,3,7,1,,"mixed fish, potatoes, tomatoes, onions, peppers, olive oil, garlic, bay leaf, paprika, white wine","Caldeirada is a classic Portuguese fish stew layered with fish, potatoes, tomatoes, and peppers.",hot
Caldeirada de Cabrito do Mar,Goatfish Stew,Portuguese,Coastal Portuguese,Main Dish,Seafood Stew,Fish Dish,Non-Veg,Soup,Fish,5.3,Mild,1,6,3,1,10,3,6,2,6,3,3,7,1,,"goatfish, potatoes, tomato, onion, olive oil, garlic, bay leaf, paprika, white wine",This is a regional fish stew showcasing goatfish or similar coastal catch.,hot
Caldeirada de Enguias,Eel Stew,Portuguese,Ribatejo,Main Dish,Seafood Stew,Potato Dish,Pescatarian,Soup,Potatoes,2.7,Medium,1,7,3,1,10,5,6,2,6,3,3,7,1,,"eel, potatoes, tomatoes, onions, peppers, olive oil, garlic, bay leaf, paprika, white wine",Caldeirada de enguias is a regional Portuguese eel stew with vegetables and a rich broth.,hot
Caldo Verde,Portuguese Kale Soup||Green Broth,Portuguese,Minho,Soup,Vegetable Soup,Potato Dish,Non-Veg,Soup,Potatoes,7.4,Mild,1,6,3,4,8,2,6,2,5,1,1,7,1,,"kale, potatoes, onion, olive oil, chouriço, garlic, bay leaf, salt, parsley","Caldo verde is a classic northern Portuguese soup of pureed potatoes and greens, usually finished with slices of chouriço.",hot
Canja de Galinha,Portuguese Chicken Soup||Canja,Portuguese,Portuguese,Soup,Chicken Soup,Chicken Dish,Non-Veg,Soup,Chicken,2.4,Mild,1,6,3,1,8,2,3,1,4,1,2,8,1,,"chicken, rice or pasta, onion, carrots, mint, olive oil, garlic, bay leaf, salt, parsley",Canja de galinha is a light comforting Portuguese chicken soup commonly served to the sick or during family meals.,hot
Carapaus Alimados,Cured Horse Mackerel,Portuguese,Algarve,Appetizer,Marinated Fish,Fish Dish,Pescatarian,Appetizer,Fish,2.2,Mild,1,4,5,1,6,2,3,1,3,3,2,6,2,,"horse mackerel, lemon or vinegar, garlic, olive oil, onion, bay leaf, salt, parsley",Carapaus alimados is an Algarve preparation of marinated horse mackerel.,hot
Carapaus de Escabeche,Horse Mackerel Escabeche,Portuguese,Portuguese,Appetizer,Pickled Fish,Fish Dish,Pescatarian,Appetizer,Fish,2.2,Mild,1,6,5,1,6,2,5,1,3,6,2,6,2,,"horse mackerel, vinegar, onions, bay leaf, olive oil, garlic, salt, parsley",Carapaus de escabeche are fried fish marinated in vinegar and aromatics.,room_temp
Carne de Alguidar,Pork in Paprika Marinade,Portuguese,Alentejo,Main Dish,Pork Dish,Pork Dish,Non-Veg,Main,Pork,6.1,Mild,1,6,3,1,9,3,7,1,5,3,3,7,1,,"pork, garlic, paprika, wine, lard, olive oil, onion, bay leaf, salt, parsley",Carne de alguidar is a rustic Alentejo pork dish traditionally marinated in a basin.,hot
Carne de Porco à Alentejana,Alentejo Pork and Clams,Portuguese,Alentejo,Main Dish,Surf-and-Turf,Pork Dish,Non-Veg,Main,Pork,5.4,Low,1,4,3,4,4,1,3,1,2,2,2,5,1,,"pork, clams, potatoes, garlic, cilantro, olive oil, onion, bay leaf, salt, parsley",Carne de porco à alentejana is a signature Portuguese dish pairing marinated pork with clams.,hot
Carne de Vinha d'Alhos,Wine and Garlic Pork,Portuguese,Madeira,Main Dish,Marinated Meat,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,6,4,1,10,3,6,1,5,3,3,7,2,,"pork, garlic, wine, vinegar, bay leaf, olive oil, onion, salt, parsley",This is an alternative naming for the classic Madeiran vinha d'alhos tradition.,hot
Carne de Vinha e Alhos,Wine and Garlic Pork,Portuguese,Madeira,Main Dish,Marinated Meat,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,6,4,1,10,3,6,1,5,3,3,7,2,,"pork, garlic, wine, vinegar, bay leaf, olive oil, onion, salt, parsley",This is an alternative naming for the classic Madeiran vinha d'alhos tradition.,hot
Cataplana de Marisco,Seafood Cataplana,Portuguese,Algarve,Main Dish,Seafood Stew,Vegetable Dish,Pescatarian,Soup,Vegetables,6.9,Mild,1,6,3,1,10,3,5,2,6,3,3,8,1,,"shellfish, tomatoes, onion, garlic, wine, olive oil, bay leaf, paprika",Cataplana de marisco is an Algarve seafood stew named for the domed metal cooking vessel.,hot
Cataplana de Peixe,Fish Cataplana,Portuguese,Algarve,Main Dish,Seafood Stew,Fish Dish,Pescatarian,Soup,Fish,6.9,Medium,1,6,3,1,10,5,5,2,6,3,3,7,1,,"fish, shellfish, peppers, tomatoes, onion, olive oil, garlic, bay leaf, paprika, white wine",Cataplana de peixe is an Algarve fish stew steamed in a cataplana.,hot
Chamussas,Portuguese-Goan Samosas,Portuguese,Portuguese,Appetizer,Fried Pastry,Pork Dish,Non-Veg,Appetizer,Mixed,5.8,Mild,1,5,3,1,6,2,7,1,3,6,2,5,3,,"pastry, spiced vegetables or meat, oil, garlic, onion, bay leaf, salt, parsley",Chamussas are triangular fried pastries popular in Portugal through Lusophone and Goan influence.,hot
Chanfana,Goat Stew in Red Wine,Portuguese,Beiras,Main Dish,Braised Dish,Lamb Dish,Non-Veg,Soup,Lamb,6.9,Mild,1,6,3,2,9,3,8,4,5,3,3,7,1,,"goat, red wine, garlic, bay leaf, olive oil, onion, salt, parsley",Chanfana is a celebrated Beira goat dish slowly baked in red wine in black clay pots.,hot
Chicharros com Molho de Vilão,Horse Mackerel with Vilão Sauce,Portuguese,Azores,Main Dish,Fish Dish,Fish Dish,Pescatarian,Main,Fish,5.3,Medium,1,6,4,1,9,5,5,1,6,3,3,7,2,,"horse mackerel, vinegar sauce, garlic, pepper, olive oil, onion, bay leaf, salt, parsley",This Azorean fish dish is served with the islands’ pungent molho de vilão.,hot
Choquinhos à Algarvia,Baby Cuttlefish Algarve Style,Portuguese,Algarve,Main Dish,Seafood Dish,Fruit Dish,Pescatarian,Main,Fruit,5.3,Mild,1,6,4,2,9,3,7,1,5,3,3,7,1,,"baby cuttlefish, garlic, olive oil, lemon, onion, bay leaf, salt, parsley",Choquinhos à algarvia are tender cuttlefish cooked in Algarve style.,hot
Chouriço,Portuguese Sausage,Portuguese,Portuguese,Appetizer,Sausage,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,5,3,1,6,2,4,1,3,3,2,6,3,,"pork, paprika, garlic, wine, olive oil, onion, bay leaf, salt, parsley","Chouriço is a foundational Portuguese cured sausage used in snacks, soups, and stews.",hot
Chouriço Assado,Flame-Grilled Chouriço,Portuguese,Portuguese,Appetizer,Grilled Sausage,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,5,3,2,5,2,4,1,3,3,2,5,3,,"chouriço, aguardente, olive oil, garlic, onion, bay leaf, salt, parsley",Chouriço assado is a restaurant-style appetizer in which cured sausage is grilled over alcohol at the table.,hot
Conquilhas à Algarvia,Algarve Wedge Clams,Portuguese,Algarve,Appetizer,Seafood Dish,Seafood Dish,Pescatarian,Appetizer,Shellfish,2.2,Mild,1,4,4,2,7,2,5,1,3,3,2,6,1,,"small clams, garlic, olive oil, cilantro, onion, bay leaf, salt, parsley",Conquilhas à algarvia is a simple Algarve shellfish dish made with wedge clams.,hot
Cozido das Furnas,Furnas Stew,Portuguese,Azores,Main Dish,Mixed Meat Stew,Chicken Dish,Non-Veg,Soup,Chicken,7.0,Mild,1,6,3,2,10,3,5,1,6,3,3,6,3,,"beef, pork, chicken, sausages, cabbage, yam, potatoes, olive oil, onion, garlic, bay leaf, paprika","Cozido das Furnas is the Azorean volcanic version of cozido, traditionally cooked with geothermal heat.",hot
Cozido à Portuguesa,Portuguese Boiled Dinner,Portuguese,Portuguese,Main Dish,Mixed Meat Stew,Chicken Dish,Non-Veg,Soup,Chicken,7.0,Mild,1,6,3,2,10,3,5,1,6,3,3,6,3,,"beef, pork, chicken, sausages, cabbage, carrots, potatoes, olive oil, onion, garlic, bay leaf, paprika",Cozido à portuguesa is a traditional mixed-meat and vegetable platter simmered together and served as a feast dish.,hot
Creme de Legumes,Vegetable Cream Soup,Portuguese,Portuguese,Soup,Pureed Soup,Potatoes Dish,Veg,Soup,Potatoes,2.4,Mild,1,6,3,2,6,2,5,1,5,1,1,7,1,,"mixed vegetables, potatoes, onion, olive oil, garlic, bay leaf, salt, parsley",Creme de legumes is a smooth everyday Portuguese vegetable soup served in homes and restaurants.,hot
Croquetes,Portuguese Croquettes,Portuguese,Portuguese,Appetizer,Croquette,Beef Dish,Non-Veg,Appetizer,Beef,2.2,Mild,1,4,3,1,6,2,6,1,3,6,3,6,1,,"beef, flour, milk, nutmeg, breadcrumbs, olive oil, garlic, onion, bay leaf, salt, parsley",Croquetes are Portuguese fried croquettes usually filled with shredded or minced beef.,hot
Dobrada,Tripe and Bean Stew,Portuguese,Portuguese,Main Dish,Offal Stew,Pork Dish,Non-Veg,Soup,Pork,5.3,Mild,1,6,3,1,9,3,6,2,6,3,3,7,4,,"tripe, white beans, sausage, tomato, onion, olive oil, garlic, bay leaf, paprika, white wine",Dobrada is a Portuguese tripe stew often cooked with beans and tomato.,hot
Empadas de Galinha,Chicken Empadas,Portuguese,Portuguese,Appetizer,Savory Pie,Chicken Dish,Non-Veg,Appetizer,Chicken,3.4,Mild,1,4,3,1,6,2,3,1,3,3,2,6,1,,"chicken, pastry, onion, egg, olive oil, garlic, bay leaf, salt, parsley",Empadas de galinha are individual savory pies filled with chicken.,hot
Entrecosto Assado,Roast Pork Ribs,Portuguese,Portuguese,Main Dish,Roast,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,3,2,9,3,6,1,5,3,3,7,1,,"pork ribs, garlic, paprika, wine, olive oil, onion, bay leaf, salt, parsley",Entrecosto assado is a common Portuguese roast rib dish.,hot
Entrecosto com Feijão,Pork Ribs with Beans,Portuguese,Portuguese,Main Dish,Stew,Pork Dish,Non-Veg,Soup,Pork,5.3,Mild,1,6,3,1,9,3,6,2,6,3,3,8,1,,"pork ribs, beans, onion, garlic, olive oil, bay leaf, paprika, white wine, tomato",Entrecosto com feijão is a home-style Portuguese rib-and-bean dish.,hot
