dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description
Sapateira Recheada,Stuffed Crab,Portuguese,Coastal Portuguese,Appetizer,Seafood Spread,Crab Dish,Non-Veg,Appetizer,Crab,2.2,Mild,1,5,4,1,7,2,4,1,4,3,2,5,3,,"crab meat, mayonnaise, pickles, hard-boiled egg, olive oil, garlic, onion, bay leaf, salt, parsley",Sapateira recheada is a cold stuffed crab mixture often served inside the shell.
Sardinhas Assadas,Grilled Sardines,Portuguese,Lisbon,Main Dish,Grilled Fish,Fish Dish,Pescatarian,Main,Fish,7.0,Mild,1,7,3,2,9,3,5,1,5,3,4,6,1,,"sardines, coarse salt, bread or potatoes, olive oil, garlic, onion, bay leaf, parsley",Sardinhas assadas are emblematic grilled sardines especially associated with Lisbon festivals.
Sarrabulho,Portuguese Blood and Pork Stew,Portuguese,Minho,Main Dish,Pork Stew,Pork Dish,Non-Veg,Soup,Pork,6.1,Mild,1,6,3,1,9,3,6,2,6,3,3,6,4,,"pork, blood, offal, spices, olive oil, onion, garlic, bay leaf, paprika, white wine, tomato",Sarrabulho is a traditional Minho preparation linked to winter pork butchery.
Secretos de Porco Preto,Black Pork Secret Cut,Portuguese,Alentejo,Main Dish,Grilled Meat,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,3,2,10,3,8,1,5,3,3,7,1,,"Iberian pork, garlic, salt, olive oil, onion, bay leaf, parsley",Secretos de porco preto is a prized grilled cut from black Iberian pigs of Alentejo.
Sonhos,Portuguese Doughnuts,Portuguese,Portuguese,Dessert,Fried Dough,Egg Dish,Veg,Dessert,Egg,3.5,Low,9,2,2,3,1,1,7,1,5,6,2,6,1,,"flour, eggs, sugar, lemon zest, olive oil, garlic, onion, bay leaf, salt, parsley",Sonhos are airy Portuguese fried pastries dusted with sugar and cinnamon.
Sopa Juliana,Julienne Vegetable Soup,Portuguese,Portuguese,Soup,Vegetable Soup,Potatoes Dish,Vegan,Soup,Potatoes,2.4,Mild,1,7,3,2,7,2,5,1,4,1,1,6,1,,"cabbage, carrots, leeks, potatoes, olive oil, garlic, onion, bay leaf, salt, parsley",Sopa juliana is a common Portuguese soup made with finely shredded vegetables in a light broth.
Sopa da Pedra,Stone Soup,Portuguese,Alentejo,Soup,Bean Soup,Pork Dish,Non-Veg,Soup,Pork,5.9,Mild,1,6,3,1,9,2,4,2,4,1,1,6,1,,"beans, pork, chouriço, vegetables, olive oil, garlic, onion, bay leaf, salt, parsley",Sopa da pedra is a hearty Portuguese bean-and-meat soup associated with Almeirim and a famous folk legend.
Sopa de Castanhas,Chestnut Soup,Portuguese,Trás-os-Montes,Soup,Seasonal Soup,Vegetable Dish,Vegan,Soup,Vegetables,2.4,Mild,1,7,3,2,7,2,6,2,4,3,1,7,1,,"chestnuts, onion, broth, olive oil, garlic, bay leaf, salt, parsley",Sopa de castanhas is a mountain-region soup from northern inland Portugal that highlights chestnuts.
Sopa de Cação,Dogfish Soup,Portuguese,Alentejo,Soup,Seafood Soup,Fish Dish,Pescatarian,Soup,Fish,2.4,Mild,1,6,3,1,8,2,3,1,4,1,2,8,1,,"dogfish, bread, garlic, cilantro, poached egg, olive oil, onion, bay leaf, salt, parsley",Sopa de cação is an Alentejan bread soup flavored with coriander and pieces of dogfish.
Sopa de Feijão Verde,Green Bean Soup,Portuguese,Portuguese,Soup,Bean Soup,Beans Dish,Vegan,Soup,Beans,2.4,Mild,1,7,3,2,7,2,5,2,4,1,1,7,1,,"green beans, potatoes, onion, olive oil, garlic, bay leaf, salt, parsley",Sopa de feijão verde is a simple Portuguese soup built on green beans and a potato-based broth.
Sopa de Grão,Chickpea Soup,Portuguese,Portuguese,Soup,Legume Soup,Chickpeas Dish,Non-Veg,Soup,Chickpeas,2.4,Mild,1,6,3,2,7,2,5,2,4,1,1,7,1,,"chickpeas, onion, carrot, olive oil, herbs, garlic, bay leaf, salt, parsley",Sopa de grão is a Portuguese chickpea soup that may be served plain or with small additions of meat.
Sopa de Peixe,Fish Soup,Portuguese,Coastal Portuguese,Soup,Seafood Soup,Fish Dish,Pescatarian,Soup,Fish,2.4,Mild,1,6,3,1,9,2,3,2,4,1,1,8,1,,"mixed fish, tomatoes, onion, garlic, herbs, olive oil, bay leaf, salt, parsley",Sopa de peixe is a coastal Portuguese fish soup made with fresh fish and aromatic vegetables.
Sopa de Tomate,Tomato Soup,Portuguese,Alentejo,Soup,Vegetable Soup,Egg Dish,Veg,Soup,Egg,2.4,Mild,1,6,3,2,8,2,6,2,4,1,2,8,1,,"tomatoes, onion, garlic, olive oil, bread, egg, bay leaf, salt, parsley","Portuguese tomato soup is a home-style dish often enriched with bread and poached egg, especially in the south."
Sopa de Trigo,Madeira Wheat Soup,Portuguese,Madeira,Soup,Grain Soup,Pork Dish,Non-Veg,Soup,Pork,2.4,Mild,1,6,3,1,9,2,4,2,4,2,1,6,1,,"wheat kernels, beans, pork, vegetables, olive oil, garlic, onion, bay leaf, salt, parsley","Sopa de trigo is a substantial Madeiran soup with wheat, beans, and meats."
Tomatada,Tomato and Egg Dish,Portuguese,Portuguese,Main Dish,Egg Dish,Egg Dish,Veg,Main,Egg,5.3,Mild,1,6,3,2,9,3,7,2,5,3,3,7,1,,"tomatoes, onions, eggs, olive oil, garlic, bay leaf, salt, parsley",Tomatada is a simple Portuguese tomato skillet often finished with eggs.
Torresmos,Pork Cracklings,Portuguese,Portuguese,Appetizer,Pork Snack,Pork Dish,Non-Veg,Appetizer,Pork,5.7,Mild,1,5,3,1,6,2,4,1,3,4,2,6,1,,"pork belly, salt, garlic, olive oil, onion, bay leaf, parsley",Torresmos are crisp or tender pieces of pork cracklings popular throughout Portugal.
Torresmos do Rissol,Ribatejo Pork Cracklings,Portuguese,Ribatejo,Appetizer,Pork Snack,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,4,3,1,6,2,5,1,3,3,2,6,1,,"pork belly, lard, garlic, olive oil, onion, bay leaf, salt, parsley",Regional crackling preparations are especially prominent in central Portugal.
Torricado,Grilled Country Bread,Portuguese,Ribatejo,Bread,Bread,Wheat Dish,Vegan,Side,Wheat,3.5,Low,1,4,2,2,2,1,7,1,5,3,3,6,1,,"country bread, garlic, olive oil, salt, onion, bay leaf, parsley","Torricado is grilled rural bread rubbed with garlic and olive oil, associated with Ribatejo."
Tremoços,Lupin Beans,Portuguese,Portuguese,Appetizer,Snack,Beans Dish,Vegan,Appetizer,Beans,2.2,Mild,1,7,4,1,4,2,3,2,3,3,2,5,1,,"lupin beans, salt, water, olive oil, garlic, onion, bay leaf, parsley",Tremoços are pickled lupin beans commonly eaten as a bar snack in Portugal.
Tripas à Moda do Porto,Porto Tripe Stew||Tripas do Porto,Portuguese,Porto e Norte,Main Dish,Offal Stew,Beef Dish,Non-Veg,Soup,Beef,6.5,Mild,1,6,3,1,9,3,6,2,6,3,3,6,4,,"tripe, white beans, sausage, veal, carrots, olive oil, onion, garlic, bay leaf, paprika, white wine, tomato",Tripas à moda do Porto is a famous Porto specialty of tripe and beans with assorted meats.
Xarém com Conquilhas,Cornmeal with Wedge Clams,Portuguese,Algarve,Main Dish,Porridge,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,3,2,9,3,9,1,6,3,3,6,3,,"cornmeal, clams, bacon, olive oil, garlic, onion, bay leaf, salt, parsley",Xarém com conquilhas is an Algarve dish pairing cornmeal porridge with small clams.
Xis,Portuguese Burger Sandwich,Portuguese,Portuguese,Main Dish,Burger,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,8,3,1,10,3,7,1,5,3,4,6,2,,"beef patty, ham, cheese, bread, olive oil, garlic, onion, bay leaf, salt, parsley",Xis is a casual Portuguese fast-food style sandwich influenced by broader Iberian snack culture.
Ajvar,Aivar,Serbian,Nationwide,Sauce/Condiment,Pepper Relish,Vegetables Dish,Vegan,Side,Vegetables,8.0,Medium,1,3,2,3,3,6,3,2,2,4,2,7,1,,"roasted red peppers, oil, garlic, salt, sometimes eggplant, onion, paprika, black pepper",Ajvar is a Serbian pepper-based relish made primarily from roasted red peppers. It may be mild or spicy and is one of the country's most recognized condiments.
Alva,Halva,Serbian,Nationwide,Dessert,Confection,Nuts Dessert,Vegan,Dessert,Nuts,5.5,Low,9,2,2,1,1,1,5,1,5,3,2,5,1,,"flour or tahini, sugar, fat, nuts optional, onion, garlic, paprika, salt, oil, black pepper","Alva is a dense sweet in Serbian cuisine with Ottoman roots, made from flour or nut-based mixtures."
Baklava,Baclava,Serbian,Nationwide,Dessert,Sweet Pastry,Nuts Dessert,Veg,Dessert,Nuts,9.5,Low,10,2,2,2,1,1,8,2,5,3,2,6,1,,"phyllo dough, walnuts, syrup or honey, butter, sugar, flour, eggs, vanilla","Baklava is a syrupy layered nut pastry widely served in Serbia, especially on holidays and festive tables."
Belmuž,Belmuz,Serbian,Southeastern Serbia,Main Dish,Cheese-and-Cornmeal Dish,Cheese Dish,Veg,Main,Cheese,7.0,Mild,1,7,2,1,9,3,8,1,6,2,3,6,2,,"young sheep or cow cheese, corn flour, onion, garlic, paprika, salt, oil, black pepper",Belmuž is a traditional specialty of southeastern Serbia made from young cheese and corn flour. It is closely associated with mountain pastoral culture and is recognized as intangible cultural heritage.
Bečka šnicla,Wiener schnitzel,Serbian,Nationwide,Main Dish,Cutlet,Beef Dish,Non-Veg,Salad,Beef,5.0,Mild,1,6,2,1,9,3,7,1,4,4,4,6,1,,"veal or pork cutlet, bread crumbs, eggs, flour, oil, onion, garlic, paprika, salt, black pepper","Bečka šnicla is the Serbian name for Wiener-style breaded cutlet, commonly served with potatoes or salad."
Boranija,Green bean stew,Serbian,Nationwide,Main Dish,Stew,Beans Dish,Non-Veg,Soup,Beans,6.0,Mild,1,6,2,1,8,3,4,2,5,2,3,6,1,,"green beans, onions, carrots, meat or stock, garlic, paprika, tomato, oil, bay leaf",Boranija is a Serbian green bean stew served as a simple home-style main dish.
Buhtle,Buchteln||Jam buns,Serbian,Vojvodina,Dessert,Sweet Bun,Milk Dish,Veg,Dessert,Milk,5.5,Low,9,2,2,1,1,1,6,2,5,2,3,5,1,,"wheat flour, yeast, milk, butter, jam, sugar, eggs, walnut, vanilla","Buhtle are soft baked buns, often filled with jam, that reflect Central European influence in northern Serbian baking traditions, especially in Vojvodina."
Bundevara,Tikvenik,Serbian,Nationwide,Dessert,Sweet Pie,Fruit Dessert,Vegan,Dessert,Bread/Wheat,6.0,Low,9,2,2,1,1,1,4,2,5,2,2,6,1,,"phyllo dough, pumpkin, sugar, cinnamon, flour, eggs, walnut, vanilla",Bundevara is a Serbian pumpkin pie made with sweetened grated pumpkin wrapped in phyllo dough.
Burek,Börek||Borek,Serbian,Nationwide,Main Dish,Savory Pie,Cheese Dish,Non-Veg,Main,Cheese,7.5,Low,1,4,1,1,5,1,7,1,4,2,2,6,2,,"phyllo dough, meat or cheese or potato, oil, onion, garlic, paprika, salt, black pepper","Burek is one of the most common bakery foods in Serbia, made with thin dough and savory fillings such as meat, cheese, or potato. It is widely eaten for breakfast or as a quick meal."
Caviar of Kladovo,Kladovski kavijar||Black Pearl of Kladovo,Serbian,Kladovo / Eastern Serbia,Appetizer,Caviar,Fish Dish,Pescatarian,Appetizer,Fish,7.0,Mild,1,6,2,1,8,3,4,1,4,2,3,7,1,,"sturgeon roe, salt, onion, garlic, paprika, oil, black pepper",Caviar of Kladovo was a famous delicacy of eastern Serbia made from Danube sturgeon roe and historically associated with the Kladovo area.
Cicvara,Tsitsvara||Cheese porridge,Serbian,Nationwide,Main Dish,Porridge,Cheese Dish,Veg,Main,Cheese,6.5,Mild,1,7,2,1,9,3,10,1,7,2,3,6,2,,"cornmeal, cheese, kajmak, butter, onion, garlic, paprika, salt, oil, black pepper",Cicvara is a rich Serbian breakfast dish made by cooking cornmeal with cheese and dairy fat until creamy and stretchy.
Cipovka,Traditional Vojvodina bread,Serbian,Vojvodina,Bread,Artisanal Loaf,Wheat Dish,Vegan,Side,Wheat,5.5,Low,1,4,1,1,3,1,3,1,3,3,4,5,1,,"wheat flour, yeast, water, salt, onion, garlic, paprika, oil, black pepper",Cipovka is a traditional bread loaf of Vojvodina recognized as part of Serbia's intangible cultural heritage.
Doboš torta,Dobos cake,Serbian,Vojvodina,Dessert,Cake,Dessert,Veg,Dessert,Bread/Wheat,6.0,Low,9,2,2,4,1,1,7,1,6,2,2,5,1,,"sponge cake layers, chocolate buttercream, caramel, onion, garlic, paprika, salt, oil, black pepper","Doboš torta is a layered sponge cake with chocolate buttercream and caramel top, reflecting Austro-Hungarian influence in Serbian pastry."
Domaća supa,Homemade soup||Chicken noodle soup,Serbian,Nationwide,Soup,Clear Soup,Chicken Dish,Non-Veg,Soup,Chicken,6.5,Mild,1,6,2,2,9,2,3,1,4,1,3,7,1,,"chicken or beef broth, noodles or dumplings, carrots, parsley, onion, garlic, paprika, salt, oil, black pepper","Domaća supa is a classic clear Serbian home soup, usually made with chicken or beef broth and served with noodles or dumplings."
Duvan čvarci,Valjevo duvan čvarci,Serbian,Valjevo / Western Serbia,Appetizer,Rendered Pork,Pork Dish,Non-Veg,Appetizer,Pork,6.0,Mild,1,6,2,1,9,3,6,1,4,3,4,6,1,,"pork fat, salt, onion, garlic, paprika, oil, black pepper","Duvan čvarci are a finer, shredded style of Serbian cracklings especially associated with Valjevo."
Gibanica,Gužvara,Serbian,Nationwide,Main Dish,Cheese Pie,Cheese Dish,Veg,Main,Cheese,8.0,Low,1,4,1,1,5,1,7,1,5,2,2,6,2,,"phyllo dough, white cheese, eggs, milk, kajmak, onion, garlic, paprika, salt, oil, black pepper","Gibanica is one of the signature Serbian pies, made with layers of dough, white cheese, and eggs. It is eaten at home meals and festive occasions alike."
Grašak,Pea stew,Serbian,Nationwide,Main Dish,Stew,Peas Dish,Non-Veg,Soup,Peas,6.0,Mild,1,6,2,1,8,3,4,2,5,2,3,6,1,,"peas, onions, carrots, meat or stock, garlic, paprika, tomato, oil, bay leaf",Grašak is a Serbian pea stew often cooked with meat for a fuller lunch dish.
Grčka salata,Greek salad,Serbian,Nationwide,Salad,Fresh Salad,Cheese Dish,Veg,Salad,Cheese,6.5,Mild,2,4,5,2,6,2,5,2,1,7,1,6,2,,"tomatoes, cucumbers, onions, olives, feta, olive oil, garlic, paprika, salt, black pepper","Grčka salata is the Serbian table version of Greek salad, popular as a side dish in restaurants and homes."
Gulaš,Goulash,Serbian,Nationwide,Main Dish,Stew,Beef Dish,Non-Veg,Soup,Beef,6.5,Mild,1,6,2,1,10,4,6,2,5,2,3,6,1,,"beef, onions, paprika, stock, garlic, tomato, oil, bay leaf","Gulaš is a paprika-based meat stew in Serbian cuisine with Central European roots and a rich, slow-cooked texture."
Gurabija,Qurabiya||Gurabije,Serbian,Nationwide,Dessert,Cookie,Dessert,Veg,Dessert,Bread/Wheat,5.5,Low,8,2,2,1,1,1,6,1,4,2,2,5,1,,"flour, butter, sugar, onion, garlic, paprika, salt, oil, black pepper","Gurabija is a Serbian shortbread-like biscuit with Ottoman roots, commonly served with coffee."
Hajdučka pljeskavica,Hajduk pljeskavica,Serbian,Nationwide,Main Dish,Grill,Beef Dish,Non-Veg,Main,Beef,7.5,Mild,1,6,2,2,10,3,6,1,4,2,3,7,1,,"beef, smoked pork, onions, spices, garlic, paprika, salt, oil, black pepper",Hajdučka pljeskavica is a Serbian pljeskavica variation enriched with smoked pork for a stronger flavor.
Jagnjeća čorba,Lamb soup,Serbian,Nationwide,Soup,Čorba,Lamb Dish,Non-Veg,Soup,Lamb,5.5,Mild,1,6,2,1,9,2,4,1,4,1,1,6,1,,"lamb, onions, carrots, stock, spices, garlic, paprika, salt, oil, black pepper",Jagnjeća čorba is a Serbian lamb soup considered more special and celebratory than everyday soups.
Kajgana,Scrambled eggs,Serbian,Nationwide,Main Dish,Egg Dish,Egg Dish,Veg,Main,Egg,6.0,Medium,1,8,2,1,8,5,7,1,4,2,4,6,1,,"eggs, butter or oil, salt, onion, garlic, paprika, black pepper","Kajgana is the Serbian-style breakfast preparation of scrambled eggs, usually served hot with bread, cheese, or cured meats."
Kajmak,Kaymak,Serbian,Nationwide,Side Dish,Cream Spread,Milk Dish,Veg,Appetizer,Milk,7.5,Low,1,3,1,1,4,1,9,1,7,2,2,5,1,,"milk cream, salt, onion, garlic, paprika, oil, black pepper","Kajmak is a rich Serbian dairy spread made from milk cream. It is used as a breakfast accompaniment, a filling, or a side for grilled meats."
Karađorđeva šnicla,Karadjordjeva schnitzel,Serbian,Nationwide,Main Dish,Stuffed Cutlet,Chicken Dish,Non-Veg,Main,Chicken,8.0,Mild,1,6,3,3,10,3,7,2,6,4,5,7,1,,"veal or pork or chicken steak, kajmak, bread crumbs, oil, onion, garlic, paprika, salt, black pepper",Karađorđeva šnicla is a famous Serbian breaded rolled cutlet stuffed with kajmak. It is usually served with tartar sauce and lemon.
Kavurma,Serbian kavurma,Serbian,Nationwide,Main Dish,Offal Dish,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,7,2,1,9,3,7,1,5,2,3,6,4,,"pig intestines, fat, salt, spices, onion, garlic, paprika, oil, black pepper",Kavurma in Serbian cuisine is an offal-based pork dish traditionally associated with home butchery and winter food preparation.
Kačamak,Kachamak||Serbian hominy,Serbian,Central Serbia,Main Dish,Porridge,Cheese Dish,Veg,Main,Cheese,7.2,Mild,1,7,2,1,9,3,7,1,6,2,3,6,2,,"cornmeal, water, salt, white cheese, kajmak, onion, garlic, paprika, oil, black pepper","Kačamak is a Serbian cornmeal porridge, traditionally associated with rural cooking. In central Serbia it is often served with white cheese and kajmak."
Kifle,Kifli||Savory crescent rolls,Serbian,Nationwide,Side Dish,Breakfast Pastry,Wheat Dish,Veg,Side,Wheat,5.0,Low,1,4,1,1,3,1,5,1,3,3,3,5,1,,"wheat flour, yeast, butter or oil, salt, sesame or poppy seeds, onion, garlic, paprika, black pepper",Kifle are Serbian bakery rolls that may be plain or topped with seeds. They are commonly eaten for breakfast or as an everyday snack.
Kiflice,Crescent rolls||Mini kifle,Serbian,Nationwide,Side Dish,Breakfast Pastry,Wheat Dish,Veg,Side,Wheat,5.5,Low,1,4,1,1,3,1,5,1,3,3,3,5,1,,"wheat flour, yeast, butter, milk, salt, onion, garlic, paprika, oil, black pepper","Kiflice are small crescent-shaped Serbian rolls that can be savory or lightly sweet. They are popular for breakfast, celebrations, and tea-time."
Kitnikes,Quince cheese,Serbian,Nationwide,Dessert,Fruit Paste,Fruit Dessert,Veg,Dessert,Fruit,6.5,Low,10,2,2,1,1,1,4,1,6,2,2,5,1,,"quince pulp, sugar, onion, garlic, paprika, salt, oil, black pepper",Kitnikes is a thick quince fruit jelly or paste served in slices as a traditional Serbian sweet.
Knedle sa šljivama,Plum dumplings||Gomboce,Serbian,Nationwide,Snack,Dumpling,Potato Dish,Vegan,Snack,Potatoes,5.5,Low,8,2,2,1,1,1,4,1,5,4,4,5,1,,"potato dough, plums, breadcrumbs, sugar, onion, garlic, paprika, salt, oil, black pepper","Knedle sa šljivama are Serbian dumplings made from potato dough and filled with plums, often coated with toasted breadcrumbs."
Koljivo,Žito||Boiled wheat,Serbian,Nationwide,Dessert,Ceremonial Grain Dish,Wheat Dish,Vegan,Dessert,Wheat,6.0,Mild,3,5,2,2,6,3,6,2,4,3,3,6,1,,"boiled wheat, walnuts or almonds, sugar, tahini, onion, garlic, paprika, salt, black pepper","Koljivo is a ceremonial Serbian dish made from boiled wheat and nuts, prepared especially for slava observances."
Komplet lepinja,Užička lepinja||Lepinja sa sve,Serbian,Užice / Zlatibor (Western Serbia),Main Dish,Stuffed Bread,Egg Dish,Veg,Main,Egg,7.5,Low,1,3,1,1,3,1,3,1,3,3,4,5,1,,"lepinja bread, pretop, egg, kajmak, onion, garlic, paprika, salt, oil, black pepper","Komplet lepinja is a western Serbian specialty from the Užice and Zlatibor area. It is made by filling lepinja with drippings, egg, and kajmak."
Kompot,Compote,Serbian,Nationwide,Dessert,Fruit Dessert,Fruit Dessert,Vegan,Dessert,Fruit,4.5,Low,10,2,2,1,1,1,4,1,4,2,2,4,1,,"fruit, water, sugar, raisins optional, onion, garlic, paprika, salt, oil, black pepper",Kompot is fruit gently cooked in sweetened water and served as a simple Serbian dessert or side.
Krempita,Cream slice,Serbian,Nationwide,Dessert,Custard Slice,Milk Dish,Veg,Dessert,Milk,6.5,Low,9,2,2,1,1,1,8,1,7,2,2,5,1,,"puff pastry, custard cream, sugar, onion, garlic, paprika, salt, oil, black pepper",Krempita is the Serbian custard slice made with pastry layers and thick cream filling.
Krofne,Doughnuts,Serbian,Nationwide,Dessert,Fried Pastry,Egg Dish,Veg,Dessert,Egg,5.5,Low,9,2,2,4,1,1,7,1,5,6,2,5,1,,"flour, yeast, eggs, jam or chocolate, oil, onion, garlic, paprika, salt, black pepper",Krofne are Serbian yeast doughnuts filled with jam or chocolate and dusted with sugar.
Krompiruša,Pita s krompirom||Potato pie,Serbian,Nationwide,Main Dish,Savory Pie,Potatoes Dish,Vegan,Main,Potatoes,6.0,Low,1,4,1,1,4,1,5,1,5,2,2,6,1,,"phyllo dough, potatoes, onions, oil, garlic, paprika, salt, black pepper","Krompiruša is Serbian potato pie, a simple savory pastry made with potato filling."
Krvavica,Blood sausage,Serbian,Nationwide,Main Dish,Sausage,Pork Dish,Non-Veg,Main,Pork,6.8,Mild,1,6,2,1,9,3,6,1,4,2,3,6,3,,"blood, pork, grains, fat, spices, onion, garlic, paprika, salt, oil, black pepper",Krvavica is Serbian blood sausage traditionally made during winter pig slaughtering.
Kupus salata,Cabbage salad,Serbian,Nationwide,Salad,Fresh Salad,Vegetables Dish,Vegan,Salad,Vegetables,4.5,Mild,2,3,6,2,2,2,2,1,1,7,1,5,2,,"shredded cabbage, oil, vinegar, salt, onion, garlic, paprika, black pepper",Kupus salata is a simple Serbian cabbage salad dressed with vinegar and oil.
Ledena kocka,Ice cube cake,Serbian,Nationwide,Dessert,Cake,Milk Dish,Veg,Dessert,Milk,5.5,Low,8,2,2,4,1,1,7,1,6,2,2,5,1,,"sponge cake, custard or cream, chocolate glaze, onion, garlic, paprika, salt, oil, black pepper",Ledena kocka is a chilled Serbian sheet cake layered with cream and finished with chocolate topping.
Leskovačka pljeskavica,Leskovac pljeskavica,Serbian,Leskovac / Jablanica,Main Dish,Grill,Beef Dish,Non-Veg,Main,Beef,8.5,Hot,1,6,2,2,10,8,6,1,4,2,3,7,1,,"minced beef and pork, onions, chili, spices, garlic, paprika, salt, oil, black pepper","Leskovačka pljeskavica is a spicy regional form of pljeskavica from Leskovac, the Serbian city famous for its barbecue tradition."
Leskovački ćevapi,Leskovac ćevapi,Serbian,Leskovac / Jablanica,Main Dish,Grill,Beef Dish,Non-Veg,Main,Beef,8.2,Medium,1,6,2,2,10,5,6,1,4,2,3,7,1,,"beef, pork, salt, pepper, garlic, onion, paprika, oil","Leskovački ćevapi are the Leskovac style of Serbian grilled meat fingers, often containing pork and reflecting the region's smoky barbecue tradition."
Ljutenica,Lyutenitsa||Lutenica,Serbian,Nationwide,Sauce/Condiment,Pepper Relish,Vegetables Dish,Vegan,Side,Vegetables,6.5,Hot,1,2,2,3,4,8,2,3,2,3,2,7,1,,"peppers, carrots, eggplant, onion, garlic, tomatoes, paprika, salt, oil, black pepper","Ljutenica is a spicy vegetable relish served in Serbia, usually stronger and hotter than ajvar."
Makovnjača,Strudla s makom||Poppy seed roll,Serbian,Vojvodina,Dessert,Sweet Roll,Dessert,Veg,Dessert,Bread/Wheat,6.0,Low,9,2,2,1,1,1,5,2,5,3,2,5,1,,"sweet dough, poppy seeds, sugar, butter, flour, eggs, walnut, vanilla","Makovnjača is a sweet Serbian poppy-seed roll, especially common in Vojvodina and northern-style baking."
Mekike,Mekice||Fried dough,Serbian,Nationwide,Snack,Fried Dough,Cheese Dish,Veg,Snack,Cheese,5.5,Medium,1,4,2,1,4,5,7,1,2,7,2,5,1,,"wheat flour, yeast, water, salt, oil, onion, garlic, paprika, black pepper","Mekike are rustic Serbian fried dough pieces served hot, often with cheese, kajmak, or jam. They are especially common in home-style breakfasts."
Meze,Serbian meze||Appetizer platter,Serbian,Nationwide,Appetizer,Cold Platter,Mixed Dish,Veg,Appetizer,Mixed,7.5,Mild,1,7,3,2,7,2,5,1,3,3,2,6,3,,"cured meats, cheese, olives, fresh vegetables, pickles, onion, garlic, paprika, salt, oil, black pepper","Meze in Serbian cuisine is a cold assortment of sliced cured meats, cheeses, vegetables, and pickled items, often served before a larger meal or with rakija."
Musaka,Moussaka,Serbian,Nationwide,Main Dish,Casserole,Egg Dish,Non-Veg,Main,Egg,6.5,Mild,1,6,2,3,8,3,5,3,5,2,3,6,1,,"minced meat, potatoes or zucchini or eggplant, eggs, onions, garlic, paprika, salt, oil, black pepper","Musaka is a Serbian baked casserole made with minced meat and layers of potato or other vegetables, distinct from Greek-style moussaka."
Mućkalica,Muckalica,Serbian,Southern Serbia,Main Dish,Stew,Pork Dish,Non-Veg,Soup,Pork,7.0,Very Hot,1,6,2,2,10,9,6,2,5,2,3,7,1,,"barbecued pork, tomatoes, peppers, onions, chili, garlic, paprika, oil, bay leaf","Mućkalica is a spicy Serbian stew of grilled meat and peppers, especially associated with southern Serbia and barbecue culture."
Napolitanka,Wafer cake,Serbian,Nationwide,Dessert,Wafer Sweet,Milk Dish,Veg,Dessert,Milk,6.5,Low,9,2,2,6,1,1,6,2,5,2,2,5,1,,"wafer sheets, cocoa or hazelnut cream, sugar, flour, eggs, walnut, vanilla",Napolitanka is a wafer-layer sweet popular in Serbia as a packaged or homemade dessert.
Novopazarska ravna pita sa mesom,Pazar meat pie||Flat meat pie from Novi Pazar,Serbian,Novi Pazar / Sandžak,Main Dish,Savory Pie,Meat Dish,Non-Veg,Main,Meat,7.0,Low,1,5,1,1,6,1,6,1,5,2,3,6,1,,"thin dough, minced meat, onions, oil, garlic, paprika, salt, black pepper",Novopazarska ravna pita sa mesom is a traditional flat meat pie from Novi Pazar and the Sandžak area.
Orahnjača,Orehnjaca||Walnut roll,Serbian,Vojvodina,Dessert,Sweet Roll,Nut Dish,Veg,Dessert,Nuts,6.0,Low,9,2,2,2,1,1,7,2,5,3,2,5,1,,"sweet dough, walnuts, sugar, butter, flour, eggs, vanilla",Orahnjača is a Serbian walnut-filled sweet roll associated with festive baking in northern Serbia.
Orasnice,Walnut cookies,Serbian,Nationwide,Dessert,Cookie,Egg Dish,Veg,Dessert,Egg,5.5,Low,8,2,2,2,1,1,6,3,4,3,2,5,1,,"walnuts, egg whites, sugar, onion, garlic, paprika, salt, oil, black pepper",Orasnice are Serbian walnut cookies with a dense nutty texture.
Palačinke,Palacinke||Crêpes,Serbian,Nationwide,Dessert,Pancake,Egg Dish,Veg,Dessert,Egg,5.5,Low,9,2,2,4,1,1,4,1,5,2,2,5,1,,"flour, eggs, milk, jam or chocolate, onion, garlic, paprika, salt, oil, black pepper",Palačinke are thin Serbian pancakes served with sweet spreads or sometimes savory fillings.
Paprikaš,Paprikash,Serbian,Vojvodina,Main Dish,Stew,Chicken Dish,Non-Veg,Soup,Chicken,6.5,Mild,1,6,2,1,9,3,6,2,5,2,3,6,1,,"chicken, paprika, onions, stock, oil, garlic, tomato, bay leaf",Paprikaš is a Serbian adaptation of a paprika-forward chicken stew that is especially common in Vojvodina.
